chamber_pressure_bar,temperature_K,rpm,fuel_flow_kg_s,vibration_mm_s
100.73714384673923,3876,28286,249.8,1.69
101.44530153585636,3869,28314,247.6,1.55
101.34281230355661,3855,28436,245.6,1.74
102.12046525944854,3865,28326,245.2,1.67
102.32285823437914,3857,28215,245.7,1.82
102.23368692617191,3841,28144,246.8,1.99
102.22616082217925,3822,28207,244.9,1.82
102.01676551282686,3809,28134,244.7,1.84
102.11558233826123,3814,28099,245.2,1.68
101.3243056030143,3798,28199,245.8,1.57
101.32164551139438,3803,28275,244.5,1.6
100.84888439739717,3820,28142,244.7,1.77
101.45199322568196,3803,28278,244.9,1.65
101.36157146580283,3802,28321,245.2,1.66
101.73473408703406,3809,28384,243.8,1.63
101.97707807768423,3789,28244,243.5,1.76
101.8675280807081,3770,28368,243.4,1.87
101.9146844367557,3771,28428,244.8,1.73
102.36431787531062,3784,28515,245.5,1.83
101.81255567745845,3800,28583,245.9,1.82
101.50491578339492,3807,28587,246.0,2.02
102.1020202326338,3796,28703,244.8,2.0
102.67480224360533,3781,28611,245.0,1.99
102.2271271649851,3786,28722,244.2,2.09
101.74296014536456,3785,28704,244.5,2.19
101.42126721757786,3796,28594,245.5,1.99
101.25686652666198,3808,28545,244.6,2.05
101.48292417769174,3792,28471,245.6,1.98
101.46063551507261,3792,28620,246.5,2.05
100.96414328494967,3781,28580,248.0,2.0
100.29562151158927,3783,28679,247.8,2.06
99.75439481769078,3784,28632,246.6,1.95
100.07321999815626,3766,28705,247.2,2.14
100.12622993767637,3746,28646,246.0,2.19
100.27605290691626,3735,28651,244.3,2.09
99.94002873386592,3749,28731,243.1,2.06
100.10976596439018,3757,28738,242.6,2.15
100.15104896547211,3750,28600,242.6,2.14
99.40174943728812,3754,28594,242.9,2.17
99.21479086589805,3747,28543,244.1,2.08
98.521352006567,3749,28515,244.7,2.23
99.03781812285463,3738,28497,245.8,2.36
98.76145188579126,3729,28601,244.8,2.32
98.25372061226788,3730,28503,246.0,2.52
97.67593664066958,3714,28486,246.7,2.52
98.3207010161819,3718,28601,245.4,2.32
97.72635396828947,3722,28535,246.9,2.51
97.59316284119188,3741,28574,245.1,2.38
98.07068111525821,3743,28625,244.0,2.2
98.3619446718481,3753,28527,245.1,2.39
99.14569171785465,3767,28415,245.9,2.38
98.87609518011908,3781,28542,244.2,2.48
99.02806484653266,3763,28412,246.0,2.5
99.14289569375634,3762,28450,246.9,2.48
99.80498272582258,3758,28558,248.4,2.54
100.29548606169287,3774,28623,248.7,2.41
100.83232245205579,3789,28651,248.5,2.3
101.21261414566118,3801,28655,248.9,2.46
101.92177940019398,3793,28653,248.0,2.63
102.47612101001123,3811,28520,247.6,2.45
102.80161626274877,3796,28535,247.6,2.47
102.16832350326,3807,28540,246.5,2.64
101.80505288851919,3826,28560,247.5,2.67
101.86611150284001,3833,28490,247.3,2.48
101.14267682644933,3844,28357,248.3,2.42
100.91949789923072,3826,28497,248.2,2.61
100.41673901493812,3845,28476,247.9,2.42
100.18966756528629,3863,28504,246.8,2.48
100.09351348708114,3871,28453,248.1,2.45
100.65599620891713,3854,28355,246.0,2.36
100.69269554672205,3849,28209,245.6,2.31
101.2663948641616,3834,28077,246.7,2.27
101.74002095475248,3854,28000,247.6,2.24
101.52344984133288,3865,28018,246.9,2.23
100.81003021714517,3863,27988,245.8,2.34
101.2071011949221,3868,27902,245.3,2.5
101.51315455951544,3853,27859,244.9,2.53
100.75342088182057,3835,27803,245.6,2.56
100.17234410196191,3850,27797,244.0,2.59
100.04792544709667,3844,27747,243.6,2.79
100.36247538468542,3846,27756,242.8,2.66
100.86176368069266,3838,27744,241.6,2.82
101.60649837137288,3824,27855,241.2,3.0
102.22651514627599,3808,27991,243.0,2.85
102.17068962838101,3808,27909,243.8,2.66
101.85778254720931,3824,27772,242.9,2.74
101.22719094627833,3844,27638,242.8,2.56
101.34599960988004,3846,27501,244.3,2.58
101.85076213378944,3830,27609,245.6,2.41
101.55928405010803,3842,27751,247.3,2.27
100.80786387421449,3825,27867,245.6,2.42
100.83990459063622,3819,27918,246.1,2.38
100.48207764274501,3801,27969,246.2,2.45
99.96752875098292,3821,28073,245.3,2.55
100.64193770007786,3837,28205,243.8,2.63
100.2659732984779,3837,28334,244.1,2.46
100.25454378853937,3819,28330,245.0,2.49
99.58215526249842,3825,28228,246.7,2.51
100.10308429283796,3845,28173,245.7,2.68
99.82699734284084,3846,28243,244.8,2.81
100.58157533031871,3866,28235,245.4,2.97
101.32939113360793,3858,28243,246.2,3.07
102.10834688863221,3847,28293,246.8,3.13
102.20179694684616,3842,28287,246.3,3.0
102.1446655251504,3826,28253,245.0,3.13
102.11011558547743,3838,28186,245.7,3.23
101.3307288203534,3842,28251,245.0,3.06
101.50824808135857,3850,28224,246.3,3.08
102.14086684359597,3852,28188,245.5,2.98
101.3831383775413,3840,28097,243.8,3.14
101.36725736747361,3847,28179,242.5,3.28
101.41631293822594,3831,28283,244.5,3.46
101.06320497695657,3833,28310,244.9,3.45
101.80979904947444,3823,28189,244.7,3.54
102.09785608129705,3831,28202,245.2,3.54
102.66015835983691,3825,28240,245.9,3.36
103.44328525934803,3834,28345,246.8,3.37
103.92720644541414,3842,28360,248.2,3.33
103.28206303374664,3844,28216,248.4,3.29
103.80544275416096,3857,28284,247.7,3.21
103.33274303733323,3850,28317,247.2,3.16
103.13391728198145,3830,28274,245.5,3.08
103.62579675527847,3826,28287,245.0,3.0
103.1161548684319,3816,28258,246.7,2.84
103.53472889557892,3834,28144,247.2,2.94
104.29338236481968,3824,28108,245.8,2.96
104.02856909513164,3813,28007,245.1,2.8
103.2851561957836,3795,28109,244.1,2.99
104.059740818545,3794,27990,245.0,3.11
104.46338044702456,3793,27885,244.0,3.19
104.69230785063333,3774,27841,245.6,3.27
105.03475940959538,3783,27695,246.2,3.08
105.46560855661787,3775,27546,244.6,3.18
105.20643801910687,3758,27402,245.4,3.31
104.49597840657418,3771,27287,244.5,3.31
104.23434351388218,3779,27142,245.1,3.2
103.96317681751636,3766,27050,245.6,3.31
104.70231409358809,3776,27110,245.8,3.17
105.0615409713918,3790,27000,244.8,3.27
104.96413025241932,3785,27000,246.5,3.36
104.54638333484402,3789,27000,246.7,3.46
104.77814269221648,3778,27039,248.0,3.35
104.98556968729736,3780,27117,248.1,3.29
104.60211788933287,3782,27060,246.8,3.38
104.71422312830853,3797,27050,245.9,3.31
105.1583572431316,3785,27011,246.4,3.43
104.56951533168831,3766,27007,247.5,3.26
105.10338501628502,3771,27000,245.5,3.44
104.81270125852576,3790,27000,245.6,3.41
104.40286575359275,3771,27139,246.7,3.26
104.82798416417087,3780,27022,246.8,3.32
104.2559665098505,3795,27000,246.0,3.33
103.82605055846301,3799,27044,245.5,3.45
103.23421956875465,3807,27152,245.6,3.56
102.87848165183321,3801,27189,246.8,3.48
102.37253550297133,3795,27218,247.3,3.33
102.53359651752473,3807,27178,246.9,3.28
101.80008160578586,3817,27309,248.4,3.34
102.2087614880091,3804,27210,247.0,3.22
102.34171412884463,3813,27340,248.5,3.18
101.82082746223267,3832,27197,248.0,3.29
102.37339800385892,3829,27256,247.4,3.19
102.29542407358825,3816,27127,247.5,3.26
101.71233574768236,3822,27037,245.7,3.12
100.91608577847694,3840,27104,245.1,3.2
100.99716362861405,3859,27168,244.5,3.2
100.59167761871575,3870,27057,243.1,3.3
101.18478489366143,3859,27017,243.6,3.44
101.37427343521428,3869,27000,242.7,3.59
101.9730871554203,3871,27135,241.3,3.57
101.52611915782366,3856,27028,240.9,3.62
100.96974673035962,3848,27150,242.8,3.68
100.93981427355952,3864,27002,241.7,3.5
101.41573380772375,3883,27003,240.7,3.59
100.79629669631655,3899,27000,241.2,3.78
100.48383036433844,3893,27115,243.1,3.76
100.61628971682286,3894,27080,244.1,3.84
100.52748556933166,3900,27157,242.8,3.98
101.05042020458612,3900,27016,243.2,3.81
100.64322205068702,3900,27003,242.8,3.82
101.37694811784523,3887,27117,241.4,3.99
101.42011690627204,3892,27131,242.1,4.05
100.89872071596652,3890,27121,240.6,4.14
100.46055918498269,3900,27237,242.7,4.02
100.7817122332928,3899,27272,244.2,4.01
100.45767210624277,3885,27127,245.1,3.95
99.92933962983585,3870,27183,246.4,3.79
100.62610730962686,3865,27260,244.8,3.63
100.61152710812246,3846,27223,244.6,3.52
100.50482762279975,3849,27271,243.6,3.67
100.49689469639205,3845,27355,243.8,3.63
100.93517481101262,3860,27475,242.8,3.53
100.62899917071371,3845,27385,243.0,3.54
100.52512517493967,3853,27255,243.0,3.46
100.17749895924864,3867,27284,244.5,3.59
100.17148297632235,3851,27275,245.3,3.77
99.79296610066213,3850,27281,247.0,3.71
99.8411362700157,3854,27407,245.7,3.82
99.78741966727661,3864,27298,245.7,3.94
99.40356421690316,3860,27282,245.9,4.03
98.76698104339108,3871,27240,245.5,3.87
98.46196834803476,3870,27256,245.7,3.72
98.09137242174523,3851,27312,246.4,3.69
98.86619973605457,3832,27231,248.0,3.61
98.47238309933414,3842,27361,248.9,3.74
98.51572945899868,3847,27349,247.7,3.88
98.76670090319789,3857,27449,248.3,3.83
99.2586172118529,3851,27432,246.4,3.91
99.12793722419929,3845,27305,246.8,3.92
99.3972875713524,3830,27287,246.4,3.87
99.81648945573468,3848,27369,247.5,4.05
100.10583417997843,3849,27334,248.4,4.13
100.72577354194306,3835,27185,247.4,4.19
101.30107625498353,3844,27281,245.7,4.2
101.67371269926174,3851,27307,245.3,4.04
101.67065108679611,3840,27309,244.7,3.99
101.4776858823367,3844,27340,244.4,3.88
100.79109117122414,3829,27330,246.2,3.84
100.59367789234445,3845,27338,245.9,3.85
99.96353566044031,3830,27359,244.3,4.01
99.7271608856571,3816,27326,242.6,4.01
99.27790340791229,3836,27389,242.2,3.95
98.83969794498776,3834,27246,241.2,4.09
99.10721822717917,3826,27223,242.9,4.13
99.13306428762438,3824,27366,243.8,4.26
99.35254164873406,3816,27439,245.4,4.26
98.78888996142273,3811,27567,245.7,4.13
99.24672383455224,3804,27715,244.7,4.32
99.36834384055399,3822,27645,244.2,4.15
99.4248075059118,3828,27689,245.8,4.28
99.97353628574015,3829,27618,243.9,4.43
99.90236483192506,3829,27752,245.0,4.33
99.55893088488008,3817,27728,246.5,4.23
99.13431340773603,3803,27873,247.5,4.24
98.61442813288528,3813,27979,248.6,4.26
98.4679665285311,3817,27848,249.6,4.45
99.07348416479032,3819,27850,248.3,4.51
98.63380125179458,3831,27965,246.4,4.47
98.73178608316704,3830,27922,247.7,4.35
99.32307822966342,3815,28018,246.2,4.42
99.12163448221406,3818,27954,245.9,4.5
99.75765578799002,3799,27811,246.5,4.63
99.85800203340479,3788,27665,246.0,4.49
99.76516977300754,3798,27540,244.5,4.38
100.01278843062724,3801,27435,245.5,4.58
99.94351440525998,3815,27424,245.3,4.48
99.89800590426616,3817,27554,246.1,4.56
99.10092564052682,3800,27428,247.3,4.44
98.55942947712244,3798,27545,248.1,4.52
98.77912986069974,3814,27616,247.7,4.34
99.06685532551612,3805,27558,246.9,4.45
99.32289810414512,3802,27663,246.7,4.43
99.2897789555764,3795,27782,245.2,4.47
99.80687319967205,3806,27908,245.6,4.46
99.93306854635998,3802,27800,244.6,4.36
99.99045027042712,3803,27903,244.5,4.36
99.98070932281,3791,27781,243.8,4.34
100.3307067567339,3783,27896,245.6,4.38
99.9509161137654,3791,27774,245.7,4.36
100.44960430470901,3804,27643,245.3,4.23
100.0000857984323,3799,27601,245.0,4.39
100.52481850693623,3817,27595,246.6,4.52
100.79657301709688,3820,27710,246.8,4.5
100.89451917919958,3834,27701,248.2,4.39
101.5511002861529,3850,27589,249.0,4.54
101.61373371825741,3870,27697,247.1,4.71
102.0557154946275,3858,27705,245.1,4.56
102.02026729994127,3849,27664,246.2,4.67
102.48133961605531,3839,27788,246.5,4.61
102.068806795534,3849,27870,247.4,4.74
102.67067043145632,3863,27904,248.3,4.75
102.84495040261757,3843,27821,248.4,4.68
102.17089526034766,3851,27772,248.8,4.88
102.930072209413,3845,27891,250.1,4.71
102.76508647302212,3836,27964,250.7,4.59
102.04783597800996,3845,28094,251.6,4.62
102.25093254385354,3835,28019,252.1,4.7
101.91269869074391,3816,28082,250.0,4.67
101.25877575067686,3804,27980,248.8,4.77
101.0139367770761,3816,27856,250.2,4.73
101.7588176731282,3820,27874,248.5,4.59
102.01080146931501,3801,27805,246.4,4.49
101.6333648235032,3803,27851,245.4,4.3
101.93845789710171,3818,27805,245.2,4.2
102.44345145008906,3813,27716,246.4,4.3
103.12511579740406,3820,27711,245.2,4.33
103.85039663654699,3834,27571,245.3,4.29
103.78291866379611,3851,27427,246.7,4.43
104.1671014546491,3840,27462,247.8,4.62
104.31022276860173,3834,27458,246.4,4.66
104.93303497766838,3828,27463,245.7,4.83
105.72637929096288,3841,27493,246.8,4.79
105.54628044995533,3853,27360,247.5,4.98
105.74627845855846,3834,27281,248.1,5.15
105.55092444481092,3824,27360,247.7,5.2
106.03826946165945,3806,27265,249.0,5.08
106.71828342768795,3796,27297,250.0,4.9
105.97348856740432,3796,27321,250.3,5.06
106.23392644931012,3794,27210,249.3,5.23
105.49249502445156,3814,27191,248.4,5.24
106.04862983792796,3807,27071,249.7,5.39
106.17648770791256,3800,27092,248.7,5.34
106.26059362643942,3805,27239,248.2,5.45
106.90622126905699,3812,27111,247.4,5.64
106.13275838256787,3830,27056,245.6,5.69
105.52819712075222,3820,27071,244.3,5.62
106.20341334776668,3808,27000,244.6,5.62
106.74834605735673,3824,27000,245.4,5.43
107.21853800541258,3809,27020,245.3,5.42
107.35617190138206,3794,27000,245.5,5.35
107.32804206859456,3790,27027,246.4,5.19
106.90994045706859,3782,27052,245.1,5.09
107.16633455277211,3767,27097,244.3,5.08
106.79087298809567,3779,27046,243.2,5.17
106.54975763191526,3782,27000,241.6,5.1
107.28851205661101,3787,27000,242.7,5.1
106.51356973995999,3794,27038,243.5,5.15
105.85661979757343,3791,27000,242.6,5.05
105.99944261518267,3797,27000,243.9,4.88
105.27246098685856,3808,27000,244.8,5.05
104.52575597288879,3801,27131,244.8,5.16
104.29680104233489,3811,27263,245.6,5.2
104.37823224197489,3825,27183,244.4,5.01
104.65948261816142,3825,27062,246.2,5.07
104.73621265681815,3840,27128,246.3,4.89
104.46325055235064,3850,27171,245.0,4.7
104.97473893881012,3867,27203,243.8,4.68
104.57089390028975,3869,27206,244.8,4.57
104.48655295881491,3879,27118,245.2,4.58
104.01548851468456,3875,27204,244.8,4.4
103.6128057427326,3857,27131,244.1,4.36
103.5521186264647,3875,27216,244.4,4.5
102.9719277850754,3880,27289,245.3,4.58
103.05955345893369,3895,27280,246.0,4.67
103.31567205854917,3888,27359,247.0,4.63
103.99983820567583,3874,27391,246.6,4.61
104.68340620040364,3872,27502,246.8,4.52
105.09675408642845,3887,27437,246.8,4.57
105.8581118062364,3900,27533,244.9,4.71
105.24369377996645,3900,27650,245.7,4.74
105.61709008544,3886,27520,247.4,4.78
105.1851713021268,3887,27593,248.4,4.93
105.4774957282751,3883,27448,248.5,5.01
105.37922881532789,3881,27370,248.3,5.16
105.94258079893666,3896,27349,247.7,4.97
105.98758527088957,3891,27483,247.6,5.13
105.86188402684371,3876,27454,246.1,5.18
105.50779670853376,3863,27350,244.2,5.12
104.96103095179369,3862,27307,244.4,5.1
105.20996279439228,3869,27358,246.2,4.94
105.11223521201917,3878,27352,244.7,4.92
105.01709817749686,3887,27280,245.9,5.09
105.25401594904486,3893,27187,246.4,5.13
105.81873180788901,3876,27088,244.9,5.15
105.3562135421463,3891,27068,245.9,4.96
105.44992010675875,3892,27128,246.7,4.89
104.78187549520904,3879,27060,246.2,4.79
104.5206789452116,3875,27151,245.9,4.68
103.74243029244793,3877,27047,245.7,4.87
104.41897846790668,3890,27049,246.6,4.76
104.61711366140845,3887,27001,245.9,4.91
104.53118649601717,3868,27000,245.5,4.88
105.1646355839469,3866,27000,246.1,4.87
104.95864877006983,3884,27000,246.7,4.69
104.3127839444207,3875,27003,246.0,4.65
104.31789320519825,3891,27000,247.2,4.82
104.7892757740641,3900,27066,246.0,5.0
104.57267056314302,3900,27094,246.2,4.84
105.3616805241402,3900,27106,247.2,4.97
106.05366539445937,3900,27000,245.2,5.02
105.57833269806824,3889,27042,245.1,4.97
104.85541831017703,3900,27108,245.7,5.13
104.16013319771059,3881,27008,246.6,4.93
103.95400321313588,3871,27000,246.1,5.1
104.0198193456146,3863,27007,246.6,5.06
103.57120936087068,3879,27000,245.0,4.97
104.1428386022199,3880,27087,244.4,4.84
103.95152096454507,3891,27087,243.5,4.76
104.00609273408539,3894,27054,244.8,4.84
104.1594820139671,3877,27000,244.2,4.9
103.89112270011341,3862,27000,244.0,5.05
103.33119375759709,3849,27068,243.0,5.04
103.5217528946133,3831,27000,242.9,5.11
103.21458960329454,3828,27005,242.3,5.29
103.9242931942289,3825,27144,241.8,5.15
103.57241509146243,3831,27188,242.1,5.21
103.89182535425836,3834,27273,243.6,5.25
104.25131380893797,3848,27126,243.7,5.41
104.55110562571112,3831,27111,244.9,5.55
104.15728627952763,3824,27251,244.7,5.54
103.8916724601027,3823,27382,244.3,5.59
103.65128474171777,3842,27448,245.8,5.78
103.26972889934561,3854,27305,246.1,5.74
103.03400938122364,3847,27329,246.9,5.81
102.37125467561836,3842,27332,248.4,5.88
101.57171152619465,3839,27438,247.8,5.81
101.35737754106776,3827,27582,246.5,5.92
101.323360295434,3846,27666,244.8,5.87
100.55985423123524,3833,27672,243.5,5.79
100.10035127523497,3852,27689,243.0,5.95
99.61089593388759,3859,27711,245.0,5.79
100.28841060105844,3843,27714,245.6,5.59
100.66853019971047,3848,27581,246.9,5.59
101.2640524436252,3857,27720,246.4,5.43
101.77335844878199,3862,27727,245.1,5.46
102.53300916940756,3854,27592,245.3,5.54
102.78778509908359,3838,27643,243.7,5.34
102.38398083379235,3848,27573,243.2,5.44
102.5354292347698,3842,27516,243.3,5.57
102.73527807953165,3835,27639,241.7,5.46
102.40314099892416,3848,27765,243.8,5.5
101.99350878581971,3860,27887,244.5,5.4
101.30254568978778,3847,27822,243.6,5.29
100.69960006549245,3867,27708,245.0,5.28
100.68596039544576,3862,27764,245.7,5.16
99.9812123434169,3851,27726,244.8,5.22
99.55637978728751,3837,27804,244.3,5.29
99.33381886728658,3837,27771,244.1,5.24
99.3347639747218,3835,27731,243.0,5.11
99.3917147803213,3831,27830,242.0,5.12
99.55298166795322,3841,27867,241.0,5.0
99.94474426893373,3844,27910,240.5,5.06
100.66578891356741,3833,28048,239.7,5.09
100.25786748893009,3842,28002,239.5,5.27
100.73943747442031,3854,28012,239.2,5.12
101.31783170810108,3859,27897,238.1,5.27
101.547630428858,3853,27755,239.4,5.1
101.85833591135852,3841,27621,238.9,5.07
101.47516099610385,3851,27765,237.8,5.12
100.95923567271043,3867,27724,239.3,5.3
101.62351085639592,3858,27709,240.8,5.45
101.52985251890527,3864,27843,241.7,5.59
100.9823354480122,3851,27776,243.3,5.53
101.71358457911293,3869,27661,243.8,5.7
102.24422206246737,3874,27521,245.3,5.65
102.33119386337675,3856,27398,243.7,5.71
102.74894394959638,3863,27293,242.4,5.61
102.54414149136858,3849,27313,243.0,5.75
102.82119029621988,3829,27457,243.4,5.64
103.60937514502493,3822,27557,244.9,5.47
102.9183338547862,3841,27407,245.9,5.67
102.9494464225523,3830,27274,245.3,5.85
103.53313199646189,3850,27254,243.7,5.77
103.51785512780799,3864,27124,244.2,5.78
103.46119109528767,3864,27173,244.2,5.96
103.24989940558316,3856,27154,243.5,5.98
103.80572173197979,3843,27136,242.7,5.82
104.36339569508759,3843,27220,243.4,5.88
104.45446511576475,3854,27357,243.2,5.98
105.06271774167791,3838,27218,242.6,6.0
105.1931179157361,3840,27182,241.1,5.85
104.76624295665306,3850,27247,240.7,5.65
104.75787284490261,3837,27129,242.8,5.79
104.96708628594477,3828,27195,244.3,5.8
104.42338274525889,3839,27319,244.1,5.69
104.5108574675676,3838,27448,245.5,5.71
104.48725905422299,3821,27560,244.6,5.77
104.65121197189258,3817,27446,245.6,5.83
104.20757763551208,3813,27398,245.4,5.65
104.5356762229692,3831,27514,247.1,5.64
103.86939699597401,3816,27625,246.5,5.73
103.66377654033671,3831,27728,247.2,5.67
103.97709722510753,3820,27767,248.1,5.69
103.93491481981741,3809,27902,247.0,5.6
104.1676354033794,3789,28045,245.9,5.54
104.62903923179636,3777,28183,247.1,5.57
104.99312496393735,3784,28153,246.9,5.68
104.86783477880464,3804,28129,246.4,5.77
105.44505189469153,3788,28096,248.0,5.62
105.17174205353885,3806,28155,247.7,5.42
104.87814850140145,3803,28138,245.9,5.49
104.64767266740726,3801,28074,245.2,5.61
104.384891155379,3786,28189,244.5,5.48
104.1098416083116,3799,28304,245.9,5.66
104.46662929047349,3785,28236,246.3,5.7
105.22348234968806,3805,28147,245.8,5.56
105.40471956362495,3801,28046,247.0,5.46
106.10027253161726,3785,28033,248.1,5.37
105.56416413778088,3803,28150,248.6,5.33
105.15398578323371,3822,28097,247.3,5.44
104.81997749373144,3832,27996,245.6,5.49
105.22597181499846,3820,28045,247.0,5.44
105.40980291576554,3815,28053,245.1,5.34
105.3682682086977,3799,28170,245.7,5.5
105.80459062622391,3808,28253,247.1,5.52
105.36830502417216,3805,28290,248.1,5.4
105.14281509111271,3807,28154,248.9,5.48
104.75394426878887,3792,28117,247.6,5.44
104.32955574639112,3805,28102,249.1,5.26
104.43234132787238,3819,28093,248.3,5.14
104.8197604606833,3811,28003,248.8,5.1
105.49125280733752,3816,28127,247.8,5.29
105.1194845692558,3828,28252,247.5,5.28
104.39263733764575,3834,28251,245.8,5.39
104.58172008681282,3831,28133,247.1,5.39
104.52728819318293,3831,28131,247.1,5.38
104.7519676294943,3839,27985,245.7,5.54
104.54311193917638,3831,27893,245.6,5.49
105.02830224481562,3824,27863,247.3,5.58
